timestamp;deviceId;tipoDispositivo;ubicacion;nombre;tipoEvento;valor;unidad;estadoPrevio;estadoNuevo;severidad
2026-09-07T19:13:00;cerr-front-01;CERRADURA;Entrada;Cerradura Entrada;CAMBIO_ESTADO;;;TRABADA;DESTRABADA;
2026-09-07T19:20:00;cerr-front-01;CERRADURA;Entrada;Cerradura Entrada;CAMBIO_ESTADO;;;DESTRABADA;TRABADA;
2026-09-07T19:20:00;cerr-gar-01;CERRADURA;Garaje;Cerradura Garaje;CAMBIO_ESTADO;;;DESTRABADA;TRABADA;
2026-09-07T20:12:00;ap-gar-01;SENSOR_APERTURA;Garaje;Puerta Garaje;CAMBIO_ESTADO;;;CERRADO;ABIERTO;
2026-09-07T20:15:00;ap-coc-01;SENSOR_APERTURA;Cocina;Ventana Cocina;CAMBIO_ESTADO;;;ABIERTO;CERRADO;
2026-09-07T20:15:00;ap-gar-01;SENSOR_APERTURA;Garaje;Puerta Garaje;CAMBIO_ESTADO;;;ABIERTO;CERRADO;
2026-09-07T20:19:00;term-liv-01;TERMOSTATO;Living;Termostato Living;COMANDO;22.5;C;;AJUSTAR_TEMP;
2026-09-07T20:30:00;mov-ext-01;SENSOR_MOVIMIENTO;Exterior;Sensor Exterior;ALERTA;;;;MOVIMIENTO;BAJA
2026-09-07T20:35:00;term-dorm-01;TERMOSTATO;Dormitorio;Termostato Dormitorio;COMANDO;20.0;C;;AJUSTAR_TEMP;
2026-09-07T20:38:00;luz-coc-01;LUZ;Cocina;Luz Cocina;CAMBIO_ESTADO;;;APAGADA;ENCENDIDA;
2026-09-07T20:51:00;ap-coc-01;SENSOR_APERTURA;Cocina;Ventana Cocina;CAMBIO_ESTADO;;;CERRADO;ABIERTO;
2026-09-07T20:59:00;mov-pas-01;SENSOR_MOVIMIENTO;Pasillo;Sensor Pasillo;ALERTA;;;;MOVIMIENTO;BAJA
2026-09-07T21:00:00;ench-liv-01;ENCHUFE;Living;Enchufe TV;MEDICION;97.7;Wh;;;
2026-09-07T21:00:00;ench-coc-01;ENCHUFE;Cocina;Enchufe Microondas;MEDICION;11.4;Wh;;;
2026-09-07T21:00:00;ench-of-01;ENCHUFE;Oficina;Enchufe PC;MEDICION;132.5;Wh;;;
2026-09-07T21:15:00;mov-ext-01;SENSOR_MOVIMIENTO;Exterior;Sensor Exterior;ALERTA;;;;MOVIMIENTO;BAJA
2026-09-07T21:56:00;mov-pas-01;SENSOR_MOVIMIENTO;Pasillo;Sensor Pasillo;ALERTA;;;;MOVIMIENTO;BAJA
2026-09-07T22:00:00;term-liv-01;TERMOSTATO;Living;Termostato Living;MEDICION;23.2;C;;;
2026-09-07T22:00:00;term-dorm-01;TERMOSTATO;Dormitorio;Termostato Dormitorio;MEDICION;17.7;C;;;
2026-09-07T22:05:00;term-liv-01;TERMOSTATO;Living;Termostato Living;MEDICION;336.2;Wh;;;
2026-09-07T22:05:00;term-dorm-01;TERMOSTATO;Dormitorio;Termostato Dormitorio;MEDICION;291.5;Wh;;;
2026-09-07T22:27:00;luz-coc-01;LUZ;Cocina;Luz Cocina;CAMBIO_ESTADO;;;ENCENDIDA;APAGADA;
2026-09-07T22:36:00;mov-pas-01;SENSOR_MOVIMIENTO;Pasillo;Sensor Pasillo;ALERTA;;;;MOVIMIENTO;BAJA
2026-09-07T22:50:00;mov-ext-01;SENSOR_MOVIMIENTO;Exterior;Sensor Exterior;ALERTA;;;;MOVIMIENTO;BAJA
2026-09-07T22:59:00;luz-dorm-01;LUZ;Dormitorio;Luz Dormitorio;CAMBIO_ESTADO;;;APAGADA;ENCENDIDA;
2026-09-07T23:14:00;ench-liv-01;ENCHUFE;Living;Enchufe TV;CAMBIO_ESTADO;;;ENCENDIDO;APAGADO;
2026-09-07T23:16:00;luz-liv-01;LUZ;Living;Luz Living;CAMBIO_ESTADO;;;ENCENDIDA;APAGADA;
2026-09-07T23:34:00;luz-dorm-01;LUZ;Dormitorio;Luz Dormitorio;CAMBIO_ESTADO;;;ENCENDIDA;APAGADA;
2026-09-07T23:40:00;ench-coc-01;ENCHUFE;Cocina;Enchufe Microondas;CAMBIO_ESTADO;;;ENCENDIDO;APAGADO;
2026-09-07T23:42:00;ench-of-01;ENCHUFE;Oficina;Enchufe PC;CAMBIO_ESTADO;;;ENCENDIDO;APAGADO;
2026-09-08T06:12:00;luz-ext-01;LUZ;Exterior;Luz Exterior;CAMBIO_ESTADO;;;ENCENDIDA;APAGADA;
